0.0,0.856604,-0.117344,0.873878,0.888286,0.133872,1.07086,0.67142,0.290847
0.0,0.887949,0.532254,0.465603,0.125425,0.796506,0.686343,0.292553,1.50831
0.0,0.345563,0.278284,0.0722398,0.570972,-0.425692,0.419418,0.296399,0.10059
0.0,0.913026,-0.679365,0.392347,0.0762629,-0.146895,0.603855,0.151504,0.703943
0.0,0.620694,0.168302,0.936476,0.233523,0.901847,1.01074,0.241027,0.806231
0.0,0.277471,0.94747,0.834977,0.163966,-0.465865,0.882262,0.15179,-0.221961
0.0,0.571162,-0.33157,0.116823,0.907245,0.986013,0.539273,0.633026,0.774616
0.0,0.114344,-0.657715,0.737711,0.150966,0.597574,0.747359,0.142386,0.697416
0.0,0.775472,-0.539502,0.195017,0.0401804,-0.620524,0.456583,0.165983,1.12234
0.0,0.263051,0.766306,0.713459,0.16345,0.822246,0.764564,0.164507,0.763734
0.0,0.888583,0.275279,0.102208,0.611593,0.829721,0.536912,0.612644,0.569963
0.0,0.552375,0.769902,0.928715,0.291706,0.652379,1.01466,0.300724,0.655213
0.0,0.501473,0.613088,0.515704,0.0662728,-0.685019,0.640305,0.132927,1.38126
0.0,0.113334,-0.40356,0.240931,0.594988,0.519079,0.461033,0.34599,1.1628
0.0,0.197671,-0.352232,0.258995,0.265884,-0.158028,0.419432,0.160269,0.123072
0.0,0.785875,-0.7464,0.560894,0.326235,0.41142,0.739209,0.268687,0.26357
0.0,0.953654,0.94851,0.00621146,0.0986851,-0.111242,0.411642,0.488843,1.67583
0.0,0.365724,0.138919,0.269975,0.944226,-0.12901,0.605521,0.494093,0.39725
0.0,0.309589,-0.0820311,0.318755,0.0258143,-0.987807,0.423426,0.0592537,1.23262
0.0,0.203236,-0.910289,0.855941,0.587514,-0.481656,0.942587,0.399011,0.10062
0.0,0.0300325,-0.307579,0.542724,0.897734,0.160401,0.709603,0.548807,1.00924
0.0,0.543046,0.861219,0.751861,0.983144,0.776173,0.942997,0.831262,0.803886
0.0,0.805162,-0.974852,0.990298,0.126986,0.573253,1.02664,0.113324,0.562369
0.0,0.261693,-0.700697,0.0226488,0.70559,0.355722,0.402171,0.349542,0.739337
0.0,0.00659974,-0.3876,0.34985,0.81958,0.402883,0.55271,0.466758,1.39866
0.0,0.378395,-0.168884,0.740066,0.824722,0.206417,0.897315,0.585948,0.565878
0.0,0.95941,-0.495912,0.704878,0.46261,0.503483,0.892104,0.398533,0.401474
0.0,0.824366,-0.834398,0.74438,0.0817813,0.884556,0.827366,0.091551,0.618711
0.0,0.134009,-0.442773,0.630221,0.689591,0.303998,0.751385,0.484362,0.839928
0.0,0.13067,0.550325,0.153466,0.530183,-0.984046,0.414313,0.181888,-0.184786
0.0,0.0574314,0.906313,0.947666,0.322724,-0.257947,0.969389,0.279239,0.0509497
0.0,0.460051,0.376034,0.338216,0.897495,-0.913258,0.664729,0.412215,-0.296679
0.0,0.476558,0.331615,0.445632,0.858104,-0.526811,0.726032,0.475619,0.00983353
0.0,0.185436,0.956896,0.465584,0.0881337,-0.476491,0.531552,0.0882707,0.078307
0.0,0.126823,-0.280569,0.866756,0.400658,0.060205,0.906012,0.333893,0.374057
0.0,0.131811,-0.20811,0.523275,0.944008,-0.0888294,0.728685,0.531541,0.713643
0.0,0.371358,-0.763075,0.145087,0.337733,0.168442,0.408724,0.212024,0.0756536
0.0,0.52443,0.333541,0.91066,0.768077,-0.613308,1.06268,0.516891,-0.192655
0.0,0.408507,-0.0626467,0.489292,0.422401,-0.679656,0.665043,0.260795,-0.318291
0.0,0.41598,-0.253586,0.0656158,0.467667,0.980708,0.405191,0.358293,0.590311
0.0,0.56662,0.835332,0.729212,0.464077,-0.747906,0.890394,0.363004,-0.217552
0.0,0.456349,0.226599,0.225427,0.16692,-0.459943,0.442844,0.188906,0.453675
0.0,0.848678,-0.357861,0.545759,0.973694,0.778419,0.838175,0.74677,0.719938
0.0,0.0482912,-0.361157,0.0935454,0.32956,-0.346833,0.295371,0.128446,0.698454
0.0,0.180115,-0.331223,0.290077,0.567291,-0.698728,0.51515,0.244854,0.024982
0.0,0.967039,-0.386451,0.113944,0.604854,0.743629,0.555057,0.534343,0.34213
0.0,0.575823,0.786556,0.452302,0.632229,0.567101,0.698505,0.548824,0.591711
0.0,0.6676,-0.163465,0.688751,0.579373,-0.486384,0.874554,0.393664,-0.202641
0.0,0.92892,-0.501878,0.795408,0.910066,0.454127,1.01183,0.690018,0.54535
0.0,0.301486,0.0516429,0.695136,0.607014,-0.795082,0.839872,0.35474,-0.271354
0.0,0.89934,-0.926067,0.698627,0.514045,0.986482,0.871856,0.420874,0.822956
0.0,0.672746,-0.136865,0.266388,0.496098,0.264688,0.574652,0.394476,0.248378
0.0,0.716914,-0.970445,0.971787,0.516877,0.820465,1.05375,0.437694,0.924093
0.0,0.316313,0.422243,0.841699,0.197332,-0.095175,0.890439,0.17913,0.0328646
0.0,0.0513687,0.0328416,0.341611,0.803483,0.907006,0.541294,0.532111,1.49823
0.0,0.483902,0.0108069,0.150012,0.237191,0.635938,0.417298,0.251149,0.470344
0.0,0.591757,0.460447,0.317676,0.0315671,0.914649,0.505959,0.168303,2.08591
0.0,0.454738,0.904366,0.435242,0.866998,-0.908956,0.726828,0.446031,-0.218698
0.0,0.725492,0.368992,0.471502,0.987106,0.357543,0.787426,0.726829,0.506032
0.0,0.195653,0.32476,0.0265202,0.232794,0.229505,0.273697,0.163744,0.386626
0.0,0.844516,-0.252794,0.102546,0.549012,0.882144,0.520283,0.504239,0.42406
0.0,0.525696,0.318632,0.0513165,0.0921188,0.408033,0.339234,0.227574,1.15323
0.0,0.643029,0.894078,0.742282,0.325899,-0.0880003,0.888524,0.336128,0.310572
0.0,0.60945,-0.648396,0.861559,0.664836,-0.753328,1.0084,0.40981,-0.38753
0.0,0.600021,-0.232515,0.641565,0.17414,-0.154605,0.756019,0.168325,0.0734835
0.0,0.626521,0.0932508,0.670545,0.966016,0.210942,0.904561,0.685194,0.448705
0.0,0.842802,-0.613796,0.035596,0.354116,-0.262369,0.450336,0.316506,-0.0901525
0.0,0.865973,-0.282143,0.149424,0.908574,0.246242,0.606666,0.609126,0.23407
0.0,0.294216,0.0428182,0.904354,0.836835,-0.13026,1.02485,0.593793,0.329327
0.0,0.520541,0.297372,0.228867,0.245788,-0.354213,0.478258,0.247338,0.365349
0.0,0.599557,-0.521391,0.764037,0.655244,-0.887175,0.934306,0.380218,-0.552633
0.0,0.888409,0.427898,0.472237,0.641787,-0.39238,0.772947,0.516847,0.129513
0.0,0.0574892,0.142092,0.868879,0.405928,-0.466849,0.91159,0.312106,0.0418023
0.0,0.573678,0.488488,0.899944,0.285785,0.357466,0.989113,0.282574,0.4344
0.0,0.626053,0.194816,0.24102,0.253485,-0.760785,0.509932,0.259202,0.321024
0.0,0.730274,0.351683,0.766793,0.201887,-0.841879,0.89586,0.219192,0.131541
0.0,0.537471,0.239479,0.187329,0.82209,-0.383353,0.566719,0.453954,0.0868766
0.0,0.683701,-0.539044,0.956545,0.0776471,-0.749182,1.00066,0.0773609,-0.386793
0.0,0.0309261,-0.338048,0.224359,0.871143,-0.123468,0.502699,0.37435,1.12144
0.0,0.0608378,0.0336646,0.51359,0.027763,0.56424,0.518186,0.0270808,0.575028
0.0,0.177186,-0.361535,0.217962,0.371856,0.348729,0.412734,0.226966,0.671789
0.0,0.212311,0.720982,0.593381,0.831749,-0.318108,0.780342,0.48899,0.35326
0.0,0.0821969,-0.882904,0.653407,0.563383,0.188798,0.741235,0.406691,0.744332
0.0,0.642457,0.126297,0.266124,0.969015,0.705979,0.641826,0.701077,0.684869
0.0,0.714588,-0.613821,0.361606,0.0576284,-0.642803,0.544585,0.118572,0.773166
0.0,0.93707,-0.966004,0.141713,0.225274,-0.806073,0.492312,0.214272,-0.506658
0.0,0.528658,0.64757,0.635176,0.95856,0.129064,0.8702,0.680934,0.427686
0.0,0.973531,-0.726343,0.889978,0.352717,-0.954505,1.0172,0.247527,-0.836381
0.0,0.595821,-0.357588,0.948585,0.159263,0.315512,0.998997,0.151932,0.323576
0.0,0.607418,0.0753145,0.871363,0.249822,0.590791,0.955695,0.245339,0.561191
0.0,0.100959,-0.12453,0.710028,0.860961,-0.521537,0.859885,0.4929,0.323344
0.0,0.880792,0.950135,0.605889,0.6481,-0.41799,0.872599,0.568544,0.197189
0.0,0.472154,0.389982,0.450915,0.836679,0.952982,0.699055,0.672108,0.890443
0.0,0.329424,-0.984911,0.675751,0.328429,-0.962319,0.767246,0.196562,-0.614542
0.0,0.672666,-0.444222,0.659517,0.0499029,0.709451,0.75059,0.0831146,1.10618
0.0,0.826405,0.14631,0.758888,0.186098,0.310821,0.892853,0.230234,0.666548
0.0,0.427639,0.798435,0.35528,0.935771,-0.8337,0.678562,0.449533,-0.119399
0.0,0.305056,0.149102,0.364552,0.831823,0.882138,0.614861,0.596579,1.03219
0.0,0.268689,-0.240776,0.676301,0.173667,0.855298,0.720572,0.160456,0.81798
0.0,0.110949,-0.0322722,0.745898,0.393843,-0.306446,0.805652,0.290336,0.185017
0.0,0.969308,0.126361,0.543877,0.25698,-0.0315963,0.768556,0.322629,0.555276
0.0,0.146085,0.145606,0.404819,0.175464,0.527208,0.479827,0.144511,0.613734
0.0,0.00293981,-0.398877,0.943028,0.102375,0.486859,0.943036,0.10236,0.487559
0.0,0.159669,-0.980839,0.763569,0.80469,-0.926091,0.910332,0.427038,-0.15517
0.0,0.991171,0.0604869,0.532206,0.229136,-0.109219,0.758496,0.303543,0.588216
0.0,0.200316,0.388837,0.364699,0.867527,-0.0720588,0.621662,0.465068,0.626746
0.0,0.915626,-0.630907,0.209565,0.791664,-0.505689,0.626145,0.445567,-0.361024
0.0,0.31304,0.09707,0.217145,0.900638,-0.104805,0.557352,0.452975,0.457934
0.0,0.0507437,0.945685,0.0275938,0.302711,-0.722305,0.251547,0.0974227,0.360924
