X_mean,X_variance,X_skewness,Y_mean,Y_variance,Y_skewness,Z_mean,Z_variance,Z_skewness
0.0,0.904203,0.506141,0.487667,0.21096,0.469802,0.717356,0.342445,1.05016
0.0,0.0252003,-0.264654,0.21159,0.442239,0.0511049,0.390692,0.217075,1.10619
0.0,0.907843,0.0869097,0.597404,0.674053,0.00797905,0.85714,0.536918,0.15455
0.0,0.832872,0.0406616,0.227371,0.429159,-0.404906,0.572056,0.383901,0.156005
0.0,0.747434,-0.629145,0.95726,0.361562,0.477359,1.04045,0.312033,0.503139
0.0,0.653488,0.924054,0.727447,0.572161,0.0345524,0.910301,0.503779,0.255046
0.0,0.528282,0.863705,0.633104,0.280953,-0.36074,0.77763,0.276032,0.19224
0.0,0.471368,-0.666204,0.107711,0.887374,0.727309,0.515749,0.538764,0.780275
0.0,0.074604,-0.284141,0.721663,0.865216,0.744485,0.81941,0.685476,1.14404
0.0,0.585899,0.353708,0.0750788,0.672983,0.224965,0.484613,0.484123,0.389626
0.0,0.43299,0.409696,0.902009,0.468187,-0.383672,0.999427,0.363961,-0.0975786
0.0,0.883583,0.334263,0.0659151,0.461249,0.252814,0.495002,0.508993,0.541408
0.0,0.13858,0.277707,0.597053,0.733056,-0.79975,0.764667,0.372718,0.0130474
0.0,0.546612,-0.760396,0.536843,0.627761,0.86344,0.731593,0.477868,0.876928
0.0,0.794584,0.579964,0.905391,0.130778,-0.502001,1.01342,0.1901,0.849823
0.0,0.0301106,-0.729233,0.209618,0.802258,-0.359792,0.481354,0.314427,0.972546
0.0,0.643154,0.81653,0.00315574,0.802247,-0.846546,0.481276,0.46671,0.238275
0.0,0.942007,-0.521787,0.559447,0.132,-0.201245,0.73494,0.174712,0.406121
0.0,0.00545287,0.72269,0.366254,0.133893,-0.213271,0.40157,0.0951947,0.438902
0.0,0.112931,0.218326,0.912982,0.798484,0.450439,0.984187,0.65213,0.813243
0.0,0.20168,0.512029,0.894859,0.662875,0.210483,0.97481,0.528571,0.53706
0.0,0.620447,0.457037,0.934707,0.442432,-0.400288,1.04941,0.368965,-0.119116
0.0,0.476919,0.119963,0.967784,0.28687,0.322545,1.02647,0.262698,0.368976
0.0,0.0395415,0.642999,0.60516,0.292332,-0.495332,0.658707,0.203665,0.129653
0.0,0.493612,0.681681,0.814936,0.0305428,0.917884,0.879565,0.0742566,2.41929
0.0,0.116229,-0.669433,0.464006,0.0685981,-0.607064,0.491543,0.0526446,-0.372998
0.0,0.0627338,-0.557328,0.165672,0.7921,-0.774999,0.463686,0.250856,0.481534
0.0,0.735576,-0.142076,0.496986,0.241677,-0.667721,0.690589,0.229288,-0.026368
0.0,0.232133,0.321169,0.464412,0.464538,0.835445,0.60137,0.373397,0.907145
0.0,0.363047,0.494809,0.77293,0.732603,0.197492,0.911964,0.554917,0.480517
0.0,0.67845,-0.318864,0.155652,0.929748,0.286966,0.584236,0.574817,0.35887
0.0,0.99631,0.22616,0.196351,0.955343,0.727533,0.654816,0.803386,0.551243
0.0,0.516299,-0.838375,0.142961,0.879091,-0.769257,0.54068,0.341085,-0.497684
0.0,0.254604,0.174394,0.527078,0.787886,-0.17954,0.727819,0.465046,0.406501
0.0,0.611869,-0.705217,0.01183,0.885099,-0.216389,0.491035,0.426882,-0.0985608
0.0,0.0912166,0.132563,0.663505,0.352366,-0.222788,0.723934,0.258446,0.269367
0.0,0.548151,-0.908323,0.272464,0.841096,0.0462649,0.612897,0.453443,0.269453
0.0,0.197541,0.0773945,0.308357,0.799051,-0.441162,0.57628,0.367138,0.367524
0.0,0.317791,-0.131974,0.658098,0.925888,0.710657,0.827804,0.696491,0.988535
0.0,0.912318,-0.147696,0.681217,0.963538,0.156148,0.948341,0.696372,0.292676
0.0,0.931302,0.909186,0.364096,0.388942,0.351146,0.671804,0.525187,0.814666
0.0,0.216801,-0.105934,0.988839,0.926786,0.757482,1.06315,0.794989,0.980941
0.0,0.509727,-0.747181,0.43652,0.00557886,0.00824098,0.532516,0.0399382,1.85875
0.0,0.943429,-0.510821,0.59264,0.0609864,0.309275,0.744809,0.130315,1.12342
0.0,0.582171,0.0951462,0.368958,0.672168,0.827036,0.645365,0.543251,0.687963
0.0,0.474581,0.114393,0.26266,0.422898,0.291659,0.5221,0.331458,0.342836
0.0,0.18084,0.619613,0.796662,0.842385,-0.768673,0.944356,0.484102,-0.0501917
0.0,0.0561936,-0.856554,0.929769,0.225414,-0.295481,0.940602,0.203811,-0.0465363
0.0,0.332289,0.691665,0.916011,0.438897,-0.38016,0.995694,0.346921,-0.0875457
0.0,0.915817,-0.912736,0.734182,0.251265,-0.187425,0.863032,0.194394,-0.247067
0.0,0.840678,-0.526757,0.110732,0.278165,0.674745,0.474778,0.320392,0.311242
0.0,0.110807,0.55962,0.613785,0.587803,0.181494,0.722719,0.416009,0.694155
0.0,0.936612,-0.940058,0.292242,0.660832,-0.572232,0.650196,0.359456,-0.625021
0.0,0.563954,-0.271023,0.491544,0.645264,0.19778,0.72197,0.449683,0.342482
0.0,0.640787,0.543106,0.42393,0.213202,0.942708,0.622592,0.295328,0.945642
0.0,0.941024,-0.688815,0.934462,0.566698,-0.774523,1.08265,0.374784,-0.573732
0.0,0.997639,0.166104,0.540714,0.0373417,0.094155,0.736574,0.201655,2.15658
0.0,0.731724,0.898328,0.743918,0.219522,0.911618,0.88774,0.301372,1.07182
0.0,0.892038,0.175864,0.242675,0.332415,-0.940047,0.576367,0.356638,0.381184
0.0,0.35282,0.801314,0.254019,0.602126,0.246018,0.528608,0.416252,0.524568
0.0,0.604068,-0.153076,0.505011,0.861832,-0.262809,0.778413,0.519259,0.0820609
0.0,0.179074,0.449964,0.158699,0.79649,0.666551,0.469552,0.467629,1.16037
0.0,0.512034,0.766693,0.615852,0.305363,-0.899002,0.767595,0.261142,-0.155706
0.0,0.606974,0.645018,0.766658,0.54872,-0.476777,0.93224,0.425,-0.0848727
0.0,0.795483,0.908586,0.79877,0.917962,0.836527,1.00971,0.847943,0.740827
0.0,0.393539,-0.554,0.583688,0.035259,0.0884445,0.635711,0.0438949,0.496683
0.0,0.826635,0.517487,0.733286,0.0781099,0.850883,0.868758,0.184924,1.86561
0.0,0.309599,0.428428,0.82434,0.354802,0.283731,0.891705,0.307548,0.401728
0.0,0.14476,-0.288136,0.687076,0.86345,0.0747239,0.831513,0.57112,0.694278
0.0,0.446375,-0.13772,0.277207,0.969641,-0.888227,0.632164,0.395683,-0.359962
0.0,0.270471,-0.489114,0.016004,0.465877,-0.838786,0.346438,0.178215,-0.497933
0.0,0.334702,-0.646836,0.559306,0.213312,0.535823,0.641346,0.17544,0.565751
0.0,0.0258041,-0.386926,0.679382,0.59795,-0.137526,0.768472,0.406962,0.568195
0.0,0.95356,-0.322412,0.0685157,0.42956,0.964944,0.501369,0.470337,0.413041
0.0,0.423423,-0.657518,0.438504,0.00201278,0.167136,0.516624,0.0306259,2.38032
0.0,0.135348,-0.347028,0.533873,0.418897,-0.894571,0.65188,0.223241,-0.238834
0.0,0.146929,0.798606,0.19951,0.776194,0.0106613,0.491594,0.382321,0.798037
0.0,0.711604,0.60772,0.326708,0.893109,-0.700455,0.694729,0.53399,-0.0153292
0.0,0.299,0.847481,0.116121,0.350355,0.989962,0.374336,0.319637,0.722148
0.0,0.347245,0.916212,0.105711,0.0838507,-0.282318,0.32232,0.17396,1.22579
0.0,0.864541,-0.352581,0.207131,0.184714,0.363342,0.514854,0.275443,0.547629
0.0,0.865293,0.915924,0.226992,0.138652,0.394189,0.532927,0.39393,1.52042
0.0,0.625325,-0.354112,0.553779,0.696802,0.719787,0.77276,0.540786,0.709512
0.0,0.187379,-0.728091,0.472528,0.645037,0.709241,0.629132,0.455717,1.10287
0.0,0.874656,0.0881829,0.213167,0.776905,0.136343,0.625675,0.586632,0.243793
0.0,0.674217,-0.487276,0.782314,0.344561,-0.454107,0.901171,0.25897,-0.280565
0.0,0.262148,-0.390953,0.329268,0.226792,-0.718733,0.47388,0.135321,-0.431864
0.0,0.58117,-0.929921,0.689721,0.545406,-0.671121,0.846916,0.318483,-0.359395
0.0,0.148967,-0.321035,0.685011,0.123055,0.282348,0.7039,0.11129,0.391187
0.0,0.659852,-0.634621,0.738842,0.986633,0.042334,0.955365,0.648564,0.36658
0.0,0.295356,-0.318088,0.153527,0.00441143,0.622252,0.29945,0.061568,1.74145
0.0,0.817804,-0.393633,0.217773,0.717589,-0.59996,0.607571,0.417402,-0.308751
0.0,0.879209,-0.671203,0.44828,0.766586,-0.758136,0.760312,0.410798,-0.565403
0.0,0.645543,0.207473,0.178946,0.967707,-0.844063,0.604659,0.463103,-0.235672
0.0,0.619477,-0.110319,0.838729,0.109532,0.143899,0.908961,0.12236,0.405372
0.0,0.863717,0.621973,0.102348,0.731812,-0.310071,0.557719,0.586415,0.365212
0.0,0.782316,-0.809195,0.963656,0.186752,-0.888872,1.02577,0.145111,-0.801897
0.0,0.208823,0.53348,0.729118,0.0114139,-0.135897,0.748719,0.0188958,1.76308
0.0,0.890684,0.425236,0.00478847,0.0860628,-0.655308,0.39477,0.382178,1.50305
0.0,0.0787266,-0.0950323,0.416845,0.0855081,0.386692,0.445865,0.0734221,0.514352
0.0,0.241461,0.6991,0.769327,0.366658,0.863458,0.828727,0.337737,0.85803
0.0,0.621425,-0.246975,0.361078,0.813663,0.412208,0.672962,0.5562,0.499682
0.0,0.250774,-0.205208,0.0729907,0.734837,0.836293,0.428379,0.441268,1.0373
0.0,0.252058,-0.795351,0.137994,0.969075,-0.335596,0.512096,0.386066,0.445081
0.0,0.834285,0.409047,0.233444,0.997694,-0.77552,0.670297,0.568653,-0.0687292
0.0,0.500194,0.342137,0.287175,0.203645,-0.24257,0.501362,0.223876,0.456067
0.0,0.465759,-0.388283,0.905593,0.0921705,-0.627655,0.939312,0.0850044,-0.459521
0.0,0.806734,0.491513,0.897205,0.299339,-0.409252,1.02687,0.30501,0.132031
0.0,0.631565,-0.247437,0.461361,0.958231,-0.439034,0.76923,0.525939,-0.0344538
0.0,0.0232561,-0.65494,0.285901,0.454021,-0.852499,0.455575,0.175549,0.318275
0.0,0.0310531,-0.3759,0.551594,0.308292,0.169835,0.601392,0.236032,0.666464
0.0,0.0776136,0.502792,0.0488869,0.971286,-0.189883,0.433056,0.352188,1.07147
0.0,0.441984,-0.2385,0.872593,0.352565,-0.330883,0.949792,0.274526,-0.106482
0.0,0.898234,0.00172224,0.774066,0.577199,-0.489501,0.9715,0.437303,-0.197057
0.0,0.300549,-0.830597,0.991337,0.680333,0.808463,1.04492,0.598823,0.988029
0.0,0.447204,0.90351,0.865315,0.64823,0.517774,0.98472,0.563504,0.595076
0.0,0.986677,0.478224,0.939718,0.0939951,0.81801,1.05964,0.193339,1.80231
0.0,0.345076,-0.537519,0.961574,0.169507,-0.05692,0.984389,0.15168,0.0542319
0.0,0.553682,-0.968815,0.527593,0.212528,-0.129153,0.652567,0.151575,-0.194415
0.0,0.836668,0.356971,0.485111,0.475706,0.160037,0.743137,0.456037,0.382955
0.0,0.3521,0.903236,0.726476,0.681817,-0.155934,0.877664,0.490012,0.21383
0.0,0.69429,0.982849,0.440148,0.332031,0.289462,0.673374,0.402108,0.685561
0.0,0.122649,-0.625861,0.290917,0.263251,-0.868292,0.425203,0.121455,-0.324314
0.0,0.929612,-0.865222,0.314558,0.615533,-0.564851,0.656092,0.352933,-0.564618
0.0,0.134797,0.261831,0.432325,0.226997,0.910145,0.504733,0.195541,0.922368
0.0,0.857302,0.720539,0.306382,0.477113,0.946354,0.627304,0.57246,0.778463
0.0,0.775846,0.653022,0.0597381,0.55636,-0.108653,0.490425,0.517299,0.491725
0.0,0.509181,0.434112,0.205174,0.525115,0.598639,0.512162,0.436481,0.562396
0.0,0.0401715,-0.179073,0.990643,0.786544,-0.193133,1.06085,0.590378,0.378255
0.0,0.139113,0.833102,0.598954,0.863501,-0.663531,0.786806,0.445472,0.194536
0.0,0.345298,0.757397,0.511671,0.77422,0.249149,0.724328,0.540862,0.577998
0.0,0.368655,0.476621,0.981282,0.418809,0.45547,1.04121,0.377087,0.529259
0.0,0.0051723,0.342164,0.68927,0.172567,0.171724,0.696531,0.160959,0.357023
0.0,0.287325,-0.302202,0.380824,0.203102,0.0876538,0.50617,0.155898,0.154676
0.0,0.661766,-0.520416,0.241271,0.512,0.635717,0.55571,0.394333,0.395488
0.0,0.0539656,-0.606236,0.40426,0.337432,0.839219,0.48248,0.260985,1.19975
0.0,0.884855,-0.461708,0.0112021,0.483721,0.674692,0.470807,0.449383,0.24585
0.0,0.592693,-0.935297,0.356912,0.558576,-0.907007,0.621211,0.25982,-0.851333
0.0,0.750581,0.579199,0.656347,0.303578,0.780631,0.825574,0.358047,0.798439
0.0,0.159071,-0.383365,0.224082,0.690102,0.136678,0.488036,0.353791,0.838614
0.0,0.901707,-0.565604,0.745419,0.427793,-0.0576381,0.911067,0.336618,-0.0107406
0.0,0.129544,0.807545,0.565458,0.724584,0.577418,0.702122,0.530848,1.00387
0.0,0.334344,-0.629971,0.447267,0.273869,0.304272,0.5743,0.202546,0.384046
0.0,0.197526,-0.702274,0.878196,0.99653,-0.688385,1.02863,0.578218,0.0725469
0.0,0.478628,0.694729,0.557871,0.872285,-0.648289,0.810403,0.503488,-0.0687031
0.0,0.171531,0.868625,0.613257,0.850412,0.00828234,0.783584,0.54559,0.600455
0.0,0.578922,0.0295728,0.191859,0.251922,-0.429943,0.468378,0.247646,0.231725
0.0,0.809818,-0.0624378,0.864682,0.135446,0.697666,0.960746,0.168103,0.816882
0.0,0.00853535,-0.266768,0.621755,0.815244,0.708289,0.725108,0.617625,1.24332
0.0,0.168529,-0.0860683,0.792408,0.0148107,0.723758,0.796992,0.015394,0.769698
0.0,0.994948,-0.0637684,0.639182,0.0332125,-0.39585,0.799704,0.150425,2.04658
0.0,0.627761,-0.332937,0.350466,0.803959,-0.143143,0.670985,0.478047,0.0923272
0.0,0.304158,0.325289,0.244067,0.507125,-0.221407,0.496818,0.298424,0.202654
0.0,0.895316,0.50835,0.752475,0.139125,-0.572771,0.904308,0.231417,1.07475
0.0,0.352606,0.768097,0.755057,0.542511,-0.412921,0.882753,0.390066,-0.022488
0.0,0.863149,-0.850882,0.620625,0.250871,0.939273,0.773264,0.229227,0.574109
0.0,0.842815,0.111828,0.336673,0.217978,-0.133008,0.602568,0.300606,0.639241
0.0,0.852697,-0.104717,0.701552,0.486807,-0.148391,0.893738,0.395913,0.0109493
0.0,0.195251,0.407316,0.749864,0.905613,0.479134,0.881077,0.680219,0.883227
0.0,0.680829,0.266507,0.692743,0.957306,-0.488482,0.94074,0.601698,-0.0537526
0.0,0.0991498,0.3769,0.292526,0.060447,0.238978,0.348284,0.0559393,0.348045
0.0,0.881725,-0.73197,0.174307,0.0810995,-0.256569,0.473558,0.189029,0.5929
0.0,0.266438,-0.589668,0.71734,0.239166,-0.579269,0.774881,0.174402,-0.264983
0.0,0.973995,0.841006,0.28036,0.736637,-0.398661,0.681528,0.642,0.38388
0.0,0.76676,0.0981445,0.882576,0.735155,-0.274498,1.0573,0.543081,-0.0139652
0.0,0.2506,0.339078,0.0940447,0.429685,-0.206495,0.378767,0.238748,0.232452
0.0,0.647636,-0.363365,0.307316,0.396451,0.750974,0.571231,0.346717,0.45998
0.0,0.967145,0.465992,0.640819,0.892138,-0.618868,0.937139,0.62616,-0.0899723
0.0,0.51622,-0.209186,0.6768,0.586306,0.0419804,0.838211,0.424248,0.24485
0.0,0.134427,0.310998,0.477671,0.84562,0.531553,0.66378,0.562304,1.09385
0.0,0.0850994,0.291157,0.0980134,0.843654,0.983566,0.427858,0.477738,1.61776
0.0,0.0722748,-0.421234,0.375311,0.678956,0.862485,0.542794,0.466898,1.37427
0.0,0.483804,0.385819,0.0281724,0.243647,-0.91189,0.354475,0.24328,0.508588
0.0,0.989483,0.329882,0.14912,0.472473,0.485589,0.558917,0.55324,0.610723
0.0,0.799608,0.518549,0.773431,0.321507,0.654694,0.924698,0.361874,0.715301
0.0,0.845722,0.267847,0.0701051,0.67295,0.755647,0.523199,0.622573,0.53603
0.0,0.128894,-0.00989743,0.903907,0.563716,0.121343,0.959598,0.45638,0.484825
0.0,0.582952,-0.946014,0.739381,0.525318,-0.709136,0.88157,0.313053,-0.394875
0.0,0.970555,-0.359269,0.949884,0.0825776,-0.988003,1.03491,0.109168,0.308404
0.0,0.147491,-0.721905,0.134756,0.731594,-0.912216,0.448634,0.223358,-0.0838103
0.0,0.653086,0.116374,0.794244,0.962125,-0.0612744,1.00244,0.672392,0.232184
0.0,0.884168,0.484333,0.375404,0.718517,0.645547,0.710591,0.665373,0.585391
0.0,0.923879,0.875628,0.981683,0.468755,-0.189613,1.13866,0.47073,0.211227
0.0,0.581219,0.572992,0.352017,0.427438,-0.779641,0.610877,0.32832,0.0509864
0.0,0.986152,-0.649834,0.850025,0.286581,0.241201,0.973509,0.254884,0.197681
0.0,0.71174,-0.585572,0.514596,0.213149,-0.334599,0.680776,0.185815,-0.14831
0.0,0.217761,-0.681958,0.745492,0.801015,0.352869,0.867214,0.583192,0.815647
0.0,0.887213,-0.234283,0.949966,0.334277,-0.577651,1.06637,0.279979,-0.336983
0.0,0.901171,-0.921756,0.548614,0.953368,0.108081,0.846242,0.590346,0.255163
0.0,0.329244,0.481782,0.792094,0.980741,-0.337016,0.968869,0.620577,0.232492
0.0,0.673296,0.274154,0.419857,0.67821,0.171934,0.703549,0.517156,0.323872
0.0,0.431108,0.327819,0.148556,0.353895,-0.544199,0.434874,0.256262,0.118404
0.0,0.73224,-0.847108,0.178534,0.379293,0.817411,0.50756,0.313666,0.248485
0.0,0.739723,-0.587068,0.954306,0.798415,0.545203,1.09026,0.638493,0.692874
0.0,0.45147,0.62151,0.566735,0.956465,-0.0940095,0.81477,0.614806,0.333588
0.0,5.50333e-05,0.50059,0.971464,0.449314,-0.43567,1.00368,0.363329,0.0520206
0.0,0.830184,0.670985,0.92799,0.0723245,0.312979,1.03279,0.158548,1.91534
0.0,0.75882,0.101826,0.817728,0.37954,-0.439393,0.959215,0.32119,-0.134736
0.0,0.104335,0.41146,0.24664,0.292843,0.575752,0.386834,0.201281,0.887639
0.0,0.0746007,-0.88852,0.757258,0.952518,-0.295785,0.899769,0.58418,0.523145
0.0,0.284106,-0.319546,0.32541,0.633361,-0.867027,0.573617,0.272584,-0.325415
0.0,0.58153,-0.691714,0.906284,0.0205278,0.238685,0.930189,0.0256847,0.705875
0.0,0.714486,-0.0481668,0.235162,0.144976,-0.0571354,0.498624,0.235789,0.720162
0.0,0.0880663,-0.373412,0.521799,0.432385,-0.73829,0.634767,0.235852,0.0426831
0.0,0.674082,0.506498,0.0288997,0.292222,-0.368119,0.406072,0.362714,0.701911
0.0,0.467853,-0.35285,0.437315,0.676557,0.325827,0.673035,0.455518,0.521189
0.0,0.346,0.460688,0.964129,0.966875,-0.821898,1.11747,0.586379,-0.238532
0.0,0.408341,0.694421,0.535808,0.329241,0.933727,0.673052,0.325674,0.769969
0.0,0.82505,-0.438003,0.617646,0.486563,-0.870266,0.826999,0.316906,-0.60513
0.0,0.886349,-0.843705,0.247319,0.109715,-0.281298,0.517933,0.170298,0.202697
0.0,0.628065,0.536665,0.145453,0.344183,-0.14416,0.471996,0.359059,0.51621
0.0,0.613351,-0.805189,0.854048,0.397342,0.39811,0.942783,0.321354,0.517644
0.0,0.18347,0.597527,0.0603559,0.913266,0.780193,0.442001,0.513456,1.27958
0.0,0.669168,0.758931,0.426109,0.879555,0.531778,0.733158,0.710017,0.603893
0.0,0.436888,0.712993,0.699236,0.589499,0.661098,0.841036,0.511047,0.687331
0.0,0.0296947,-0.55075,0.339511,0.801227,-0.0475772,0.559058,0.398861,1.03155
0.0,0.849519,-0.92369,0.299059,0.903452,-0.639499,0.681294,0.427902,-0.533382
0.0,0.24388,-0.443199,0.764246,0.70391,-0.730006,0.899382,0.411118,-0.0909123
0.0,0.251345,0.963134,0.200936,0.0629323,0.462438,0.345853,0.118108,1.20669
0.0,0.939677,0.278983,0.66347,0.817972,0.7236,0.917956,0.725909,0.633388
0.0,0.387808,0.904528,0.369315,0.659665,0.0459993,0.622283,0.454179,0.386196
0.0,0.903419,-0.545738,0.189235,0.151312,0.679743,0.502806,0.254014,0.567158
0.0,0.549436,-0.913853,0.924606,0.63618,0.665328,1.01675,0.520548,0.862091
0.0,0.121306,0.358068,0.122113,0.33173,0.627395,0.328696,0.209556,0.911551
0.0,0.640575,0.336236,0.456803,0.841168,0.290873,0.745338,0.615889,0.454517
0.0,0.830403,-0.56966,0.337054,0.564304,-0.478062,0.651634,0.360089,-0.314055
0.0,0.357723,-0.221224,0.695385,0.847504,0.148068,0.865618,0.578971,0.554885
0.0,0.540185,-0.0474312,0.131052,0.0449626,0.4873,0.374557,0.165704,1.28615
0.0,0.865998,0.842724,0.852525,0.230346,0.580137,0.996939,0.317273,0.993224
0.0,0.689607,-0.838279,0.778979,0.446012,0.46714,0.899498,0.350712,0.545984
0.0,0.254467,0.632754,0.311324,0.964199,0.124453,0.611962,0.538105,0.731231
0.0,0.0946549,0.458395,0.0927882,0.398357,-0.0277629,0.329163,0.187677,0.696028
0.0,0.0920284,0.234881,0.478986,0.123313,-0.379162,0.519556,0.0947081,-0.066508
0.0,0.723022,-0.928867,0.915644,0.775436,-0.832614,1.07521,0.454081,-0.462769
0.0,0.445414,-0.220666,0.33595,0.636557,0.357094,0.59867,0.426232,0.504458
0.0,0.0176995,0.219151,0.0225721,0.737529,0.900349,0.356067,0.360472,1.97644
0.0,0.272498,-0.41401,0.93571,0.18595,0.614127,0.953139,0.174816,0.669474
0.0,0.608303,0.687719,0.895704,0.550675,0.0458045,1.02797,0.475181,0.206305
0.0,0.469241,-0.805439,0.592868,0.791053,0.897432,0.780054,0.597697,1.03325
0.0,0.328266,-0.200889,0.417306,0.862143,-0.767131,0.685021,0.388784,-0.12668
0.0,0.0208232,0.158949,0.391661,0.873839,0.601486,0.586516,0.541659,1.43264
0.0,0.412171,0.708447,0.952467,0.81846,-0.0871208,1.08047,0.618971,0.235572
0.0,0.355544,0.249099,0.584436,0.669125,0.361071,0.755721,0.490742,0.613482
0.0,0.0462163,-0.566086,0.523279,0.780263,-0.670291,0.700146,0.375788,0.381887
0.0,0.331299,-0.825802,0.693687,0.273162,0.401467,0.756636,0.221152,0.579669
0.0,0.095113,-0.615723,0.609542,0.525262,-0.615234,0.721637,0.304713,0.164541
0.0,0.918577,-0.221467,0.351867,0.598178,-0.871538,0.686843,0.393742,-0.375869
0.0,0.599969,-0.762288,0.511792,0.83841,-0.861037,0.778182,0.396593,-0.518426
0.0,0.956995,0.470467,0.927882,0.18283,0.762999,1.05437,0.261916,1.1339
0.0,0.784211,0.443806,0.00330357,0.990307,-0.453174,0.5318,0.589645,0.18432
0.0,0.496583,-0.485455,0.0790592,0.280439,0.0782892,0.389848,0.22721,0.0184505
0.0,0.986148,-0.698035,0.805235,0.393238,0.412855,0.95277,0.331629,0.34062
0.0,0.951453,0.0229315,0.898405,0.640423,0.629688,1.06728,0.574184,0.573596
0.0,0.642885,-0.941186,0.182397,0.182573,0.838391,0.450521,0.182498,0.0943723
0.0,0.938247,0.19811,0.668693,0.81236,-0.779893,0.940102,0.538471,-0.30926
0.0,0.56418,-0.0520296,0.921035,0.544209,0.364467,1.02528,0.455428,0.468478
0.0,0.46709,-0.278212,0.308477,0.356891,-0.562238,0.536159,0.230725,-0.260126
0.0,0.772468,-0.739412,0.0390413,0.589208,-0.0397991,0.481943,0.377225,-0.202287
0.0,0.904871,-0.0583499,0.134067,0.817406,0.893945,0.588148,0.686974,0.522983
0.0,0.407257,-0.0655256,0.441457,0.656218,-0.180645,0.670774,0.39953,0.180589
0.0,0.45642,-0.185823,0.908091,0.490091,0.209794,0.994341,0.400135,0.37831
0.0,0.00151568,-0.696285,0.175724,0.870969,0.0304901,0.466611,0.368888,1.39405
0.0,0.937354,0.0724933,0.439843,0.364438,0.642055,0.706304,0.410947,0.579485
0.0,0.749419,0.743018,0.396063,0.912506,0.484657,0.73235,0.741845,0.569251
0.0,0.785564,-0.760281,0.971651,0.535626,-0.187686,1.08372,0.396724,0.0195685
0.0,0.309107,-0.880006,0.788654,0.535989,0.727906,0.864258,0.443283,0.951925
0.0,0.580172,-0.0789709,0.0197283,0.30991,-0.822517,0.385094,0.261723,0.0954758
0.0,0.963456,0.795164,0.58806,0.369289,-0.0767964,0.829207,0.455063,0.631537
0.0,0.853816,0.845264,0.386408,0.377183,-0.509482,0.675688,0.437927,0.594722
0.0,0.295885,0.925855,0.0949822,0.966252,0.336197,0.493175,0.536302,0.852569
0.0,0.156352,-0.273451,0.905565,0.304836,-0.164611,0.935413,0.257759,0.11798
0.0,0.642201,0.60065,0.416306,0.62555,-0.984206,0.702013,0.399464,-0.213078
0.0,0.816444,0.119038,0.971338,0.768249,0.335375,1.12655,0.639285,0.427246
0.0,0.72044,-0.53807,0.422833,0.41018,0.86478,0.654613,0.356165,0.548872
0.0,0.404331,0.258628,0.712524,0.802712,-0.945561,0.90455,0.437513,-0.423185
0.0,0.773887,-0.330808,0.511382,0.568767,0.918897,0.747789,0.490033,0.668273
0.0,0.87123,-0.732872,0.926886,0.0634241,0.82194,0.982049,0.0743458,0.767307
0.0,0.730317,0.197645,0.926792,0.53875,0.955045,1.04802,0.510175,0.827351
0.0,0.559449,0.572389,0.963288,0.828687,0.401286,1.09813,0.690592,0.541561
0.0,0.956184,0.707745,0.0617984,0.0582611,-0.971254,0.434406,0.416466,1.83908
0.0,0.33935,-0.570448,0.875952,0.312434,0.785341,0.915858,0.282128,0.859496
0.0,0.0615358,0.288905,0.667655,0.00837233,-0.561418,0.668753,0.0083853,-0.513125
0.0,0.132768,0.133486,0.549334,0.923629,0.929557,0.709726,0.697345,1.26202
0.0,0.437887,-0.782965,0.809547,0.734239,0.817264,0.923898,0.595325,1.00061
0.0,0.832165,0.444168,0.729958,0.874314,0.934399,0.952798,0.792616,0.786893
0.0,0.6782,0.015591,0.837676,0.00662625,-0.341513,0.905574,0.050998,3.43029
0.0,0.391915,0.279901,0.836343,0.744983,-0.0799294,0.972011,0.540102,0.266814
0.0,0.859439,0.650075,0.491982,0.736138,-0.982765,0.804739,0.508185,-0.144722
0.0,0.41039,0.789128,0.277488,0.89175,-0.544118,0.614658,0.458709,0.13755
0.0,0.475831,-0.854028,0.174531,0.559206,-0.971335,0.492298,0.228546,-0.921045
0.0,0.426063,-0.0181667,0.60116,0.593021,-0.673598,0.781736,0.352438,-0.248503
0.0,0.916073,-0.331162,0.769688,0.31239,-0.525511,0.922418,0.267304,-0.234873
0.0,0.470061,0.128359,0.51352,0.460529,-0.596516,0.701739,0.303205,-0.208189
0.0,0.907779,0.348716,0.10068,0.173533,-0.403558,0.467617,0.379671,1.12261
0.0,0.681461,-0.582617,0.366726,0.248202,-0.209733,0.584854,0.21217,-0.0927612
0.0,0.221908,-0.413207,0.267277,0.332421,0.369631,0.444074,0.219284,0.558035
0.0,0.219737,0.498679,0.550842,0.57871,0.308529,0.692888,0.416926,0.65785
0.0,0.997821,0.164852,0.177809,0.0491043,-0.259383,0.504203,0.315438,1.68644
0.0,0.807559,0.0787764,0.546825,0.375697,0.0741,0.761893,0.356282,0.256224
0.0,0.425755,-0.282967,0.564782,0.0594689,0.0574614,0.639965,0.0740236,0.507493
0.0,0.410007,0.964477,0.706333,0.46655,-0.193016,0.841209,0.374209,0.0954667
0.0,0.838704,-0.630785,0.282835,0.339771,0.570342,0.578285,0.314488,0.246039
0.0,0.734928,-0.889893,0.301984,0.435191,0.613519,0.585881,0.326106,0.283919
0.0,0.200743,0.288555,0.395253,0.169585,-0.507651,0.495365,0.124998,-0.140363
