X_mean,X_variance,X_skewness,Y_mean,Y_variance,Y_skewness,Z_mean,Z_variance,Z_skewness
0.0,0.627418,0.271083,0.801964,0.214886,-0.624644,0.907676,0.208229,-0.0762965
0.0,0.612006,-0.268549,0.310796,0.298581,-0.361709,0.553164,0.245201,-0.0497717
0.0,0.424179,0.124653,0.924744,0.970865,-0.406547,1.08224,0.637074,0.0984511
0.0,0.505795,-0.269878,0.953993,0.262201,-0.816621,1.01658,0.205694,-0.615996
0.0,0.0300635,0.644235,0.966034,0.183656,-0.838987,0.974857,0.164889,-0.575496
0.0,0.148825,0.335954,0.0408824,0.919189,0.680845,0.428145,0.476725,1.35903
0.0,0.811708,0.348658,0.86917,0.486571,0.51694,1.01703,0.464396,0.525313
0.0,0.573695,0.203435,0.0626533,0.396218,0.137883,0.424481,0.35121,0.340718
0.0,0.288659,0.827036,0.882647,0.789067,-0.600999,1.01618,0.515067,-0.0532876
0.0,0.53424,0.468557,0.652178,0.2047,-0.630815,0.775171,0.203912,0.072678
0.0,0.101967,0.822169,0.362794,0.555955,0.954619,0.514475,0.414686,1.21565
0.0,0.84019,-0.0196166,0.288199,0.0408898,0.224826,0.535649,0.209878,1.63873
0.0,0.888774,-0.672053,0.106836,0.78803,0.442767,0.567378,0.536423,0.208903
0.0,0.508352,0.471673,0.0810559,0.494792,-0.363919,0.442072,0.350307,0.241175
0.0,0.0589081,-0.393298,0.0040092,0.968884,-0.778668,0.404342,0.2441,0.647557
0.0,0.467144,-0.669685,0.316415,0.856981,-0.131934,0.631421,0.451115,0.246781
0.0,0.592624,0.100891,0.264455,0.148726,0.718978,0.491284,0.224549,0.815921
0.0,0.854362,-0.832324,0.662155,0.357783,0.675093,0.82077,0.297668,0.504495
0.0,0.60452,0.607286,0.984866,0.392221,0.207975,1.07983,0.368013,0.303699
0.0,0.0187909,-0.427796,0.0583174,0.342532,-0.598053,0.270808,0.106197,0.825873
0.0,0.458332,0.815423,0.922579,0.831146,0.657385,1.0471,0.716358,0.739067
0.0,0.107275,-0.0628366,0.907313,0.279936,-0.189557,0.929762,0.242265,0.0848238
0.0,0.953315,0.888252,0.220526,0.638753,0.8595,0.6154,0.731652,0.733896
0.0,0.362864,-0.300866,0.869507,0.313328,0.197469,0.92462,0.265826,0.33648
0.0,0.00470178,-0.735767,0.0118091,0.414323,0.606703,0.261958,0.181657,1.9527
0.0,0.543139,0.416148,0.320728,0.594218,0.75173,0.597684,0.501404,0.64977
0.0,0.93054,0.206611,0.192947,0.317049,0.624137,0.547689,0.437727,0.716061
0.0,0.032874,-0.217708,0.228133,0.385265,-0.146707,0.389311,0.186587,0.874588
0.0,0.97105,-0.184631,0.0995056,0.873939,-0.907982,0.590598,0.48897,-0.347698
0.0,0.735122,-0.280034,0.909635,0.169026,0.710607,0.984863,0.175753,0.638685
0.0,0.819782,-0.587285,0.163914,0.299033,0.281866,0.502286,0.297015,0.134385
0.0,0.790389,-0.708989,0.630739,0.788954,0.327807,0.862566,0.552755,0.450937
0.0,0.0476114,-0.323788,0.980635,0.316788,-0.770392,1.00493,0.258773,-0.347781
0.0,0.875899,-0.860425,0.854624,0.704483,-0.482553,1.02754,0.447642,-0.218385
0.0,0.481302,-0.718271,0.786881,0.880404,0.220936,0.948603,0.617195,0.591436
0.0,0.392878,-0.903288,0.743725,0.692998,0.677302,0.864792,0.536228,0.943313
0.0,0.309812,-0.930243,0.603937,0.76658,-0.504807,0.787703,0.416008,0.146957
0.0,0.9828,-0.872959,0.679504,0.9385,-0.157982,0.943317,0.579003,0.0402316
0.0,0.0633702,0.0776594,0.56097,0.675422,0.843435,0.664608,0.525982,1.22599
0.0,0.438537,-0.66824,0.128019,0.964764,-0.208592,0.537177,0.438663,0.210711
0.0,0.936816,-0.086361,0.527933,0.779432,0.96258,0.81521,0.682977,0.691346
0.0,0.275444,-0.425877,0.460942,0.182484,-0.338326,0.557224,0.131949,-0.150974
0.0,0.784528,-0.53099,0.0895078,0.489655,0.195838,0.493023,0.380585,0.044194
0.0,0.438591,0.397013,0.15215,0.871678,-0.0606633,0.537359,0.48589,0.356246
0.0,0.965016,0.0672472,0.849517,0.972287,0.459662,1.07257,0.78805,0.515634
0.0,0.843215,-0.394452,0.579463,0.66607,0.791725,0.81738,0.549459,0.640523
0.0,0.215251,0.0984285,0.77083,0.0737243,-0.734624,0.792097,0.0673372,-0.57087
0.0,0.217776,0.926663,0.907603,0.869068,-0.731548,1.04227,0.537873,-0.0893396
0.0,0.540917,0.0228501,0.667786,0.850225,-0.163096,0.880783,0.557233,0.187369
0.0,0.359543,0.463766,0.796197,0.257915,-0.906423,0.873889,0.202676,-0.56653
0.0,0.210206,0.635622,0.705525,0.952742,-0.57618,0.889227,0.534579,0.172736
0.0,0.75032,-0.177781,0.0950124,0.267404,-0.497941,0.45019,0.295668,0.279645
0.0,0.844047,-0.342617,0.00717289,0.179398,-0.857966,0.404481,0.291588,0.521986
0.0,0.392538,-0.064128,0.442027,0.0844889,0.179505,0.549562,0.103825,0.533869
0.0,0.165369,-0.861248,0.0180011,0.909725,-0.533168,0.419461,0.289885,0.44786
0.0,0.659351,-0.755407,0.743075,0.228657,0.801767,0.833103,0.204354,0.66867
0.0,0.135258,0.671918,0.0612605,0.0946079,-0.239368,0.224334,0.0866882,0.449513
0.0,0.806731,0.563497,0.661936,0.0553206,-0.329415,0.808765,0.176175,2.09065
0.0,0.114422,0.247738,0.653237,0.522929,-0.365289,0.754897,0.339061,0.275253
0.0,0.0901017,0.11441,0.742789,0.352196,0.769843,0.771329,0.319838,0.914278
0.0,0.985706,-0.574893,0.730705,0.715059,0.617923,0.944863,0.57131,0.568486
0.0,0.448403,-0.667107,0.689188,0.612457,0.824495,0.82072,0.489652,0.93942
0.0,0.98891,0.298033,0.365356,0.443865,-0.715549,0.688255,0.432789,0.284983
0.0,0.952983,-0.292248,0.198875,0.726188,0.743182,0.616438,0.602691,0.427286
0.0,0.00997184,-0.0925471,0.153895,0.645397,0.247848,0.401966,0.297303,1.5072
0.0,0.328074,-0.41975,0.603686,0.435824,-0.273867,0.729946,0.289178,0.0834974
0.0,0.0213298,-0.760092,0.239319,0.835958,-0.698752,0.510698,0.290552,0.694589
0.0,0.947429,0.501197,0.0964817,0.87181,0.33652,0.584714,0.732099,0.478036
0.0,0.201764,0.686907,0.954068,0.982427,-0.872165,1.09767,0.578,-0.182084
0.0,0.0715558,0.453576,0.689486,0.7834,0.932053,0.773645,0.654934,1.19182
0.0,0.312295,0.455948,0.884767,0.919555,-0.198069,1.02655,0.633657,0.289496
0.0,0.955672,0.763298,0.886476,0.127136,0.887727,1.02479,0.246215,1.66512
0.0,0.885723,-0.642521,0.116621,0.25971,0.757817,0.481881,0.308282,0.281421
0.0,0.998358,-0.270761,0.10268,0.488175,-0.432024,0.536817,0.426592,0.0465577
0.0,0.590453,0.853407,0.0574061,0.439204,-0.270231,0.434464,0.406384,0.534451
0.0,0.0199941,0.917678,0.936854,0.503113,-0.638421,0.986427,0.371879,-0.0375768
0.0,0.233304,-0.148414,0.348302,0.107685,-0.929047,0.44841,0.0821201,-0.472383
0.0,0.590987,0.321175,0.0784117,0.829476,-0.148323,0.51577,0.499175,0.22507
0.0,0.720562,0.916859,0.272824,0.430089,0.493795,0.580033,0.492371,0.685
0.0,0.703539,0.803079,0.324221,0.384645,0.777217,0.598949,0.458574,0.758386
0.0,0.203024,-0.544682,0.701634,0.565158,-0.702585,0.819194,0.335456,-0.0713475
0.0,0.0854536,-0.0795704,0.278771,0.352042,0.758638,0.413954,0.24299,1.13639
0.0,0.620723,0.846862,0.0320587,0.360087,-0.43977,0.411299,0.389034,0.681152
0.0,0.19047,0.970872,0.0687972,0.506695,0.262218,0.366282,0.292042,0.720135
0.0,0.93486,0.466147,0.543075,0.693244,-0.780489,0.839197,0.516238,-0.0779647
0.0,0.235193,-0.362335,0.712988,0.25144,-0.381249,0.769466,0.190339,-0.0774194
0.0,0.195155,-0.909327,0.961631,0.562299,-0.121821,1.01953,0.439047,0.301863
0.0,0.0521931,0.79722,0.284537,0.647653,-0.187722,0.497784,0.308764,0.85515
0.0,0.198312,0.0451162,0.202102,0.854185,0.452362,0.51149,0.475372,1.04348
0.0,0.897267,-0.523521,0.105409,0.123156,-0.95578,0.451402,0.24404,0.599143
0.0,0.575296,0.26108,0.374648,0.687514,-0.457201,0.665717,0.42803,-0.0117079
0.0,0.821162,-0.376914,0.080407,0.157955,-0.391091,0.432584,0.265146,0.54365
0.0,0.200823,0.435365,0.542793,0.444339,0.690786,0.650704,0.358866,0.846373
0.0,0.351882,-0.520686,0.757344,0.890263,0.57765,0.902134,0.67039,0.902145
0.0,0.318118,0.0156112,0.738933,0.574033,0.448687,0.846916,0.454454,0.667573
0.0,0.96911,0.159668,0.588674,0.780219,0.568236,0.86786,0.673688,0.517281
0.0,0.338492,0.772854,0.241057,0.107885,-0.0911622,0.411272,0.157784,0.868557
0.0,0.880533,0.288538,0.438438,0.354807,0.471666,0.697899,0.409731,0.616606
0.0,0.302455,0.458372,0.349283,0.773965,0.0255807,0.612565,0.458128,0.492693
0.0,0.581942,-0.659615,0.843875,0.954677,0.225918,1.01371,0.67789,0.558177
0.0,0.423663,-0.53145,0.89096,0.811492,-0.701966,1.03534,0.494232,-0.172075
0.0,0.733826,-0.620203,0.403671,0.215584,-0.633615,0.61042,0.18716,-0.256215
0.0,0.25946,-0.327661,0.316979,0.0915523,0.341702,0.422511,0.0889417,0.314241
0.0,0.734992,0.245122,0.503156,0.0932501,-0.571081,0.674713,0.185041,1.2259
0.0,0.771595,0.460738,0.567586,0.162761,0.570964,0.742715,0.257772,1.08864
0.0,0.504611,0.313696,0.0136561,0.697726,0.00497237,0.44386,0.433413,0.287179
0.0,0.0513676,0.67501,0.68142,0.177955,0.792762,0.691293,0.170428,0.851918
0.0,0.244816,-0.428336,0.538014,0.780096,-0.602039,0.738156,0.398764,0.116449
0.0,0.141425,-0.769633,0.391865,0.810858,-0.426723,0.621566,0.380206,0.503788
0.0,0.690044,0.48522,0.0267512,0.588923,-0.0986662,0.463822,0.476433,0.369312
0.0,0.655651,0.211736,0.242784,0.695524,-0.513666,0.598269,0.434241,-0.0162773
