Epoch,train error mean,test error mean
activation,optimization,learning rate,batch size
relu,Adam,0.001,50
100,0.006804593373090029,0.008374324068427086
200,0.006823848467320204,0.00871251430362463
300,0.003641020506620407,0.0066589065827429295
400,0.002069121692329645,0.004994806367903948
500,0.00971342995762825,0.0120319165289402
600,0.0031981084030121565,0.004760639276355505
700,0.005158343818038702,0.007095557637512684
800,0.003264632076025009,0.004759466741234064
900,0.004709313157945871,0.006002532318234444
1000,0.0019627094734460115,0.0034484420903027058
1100,0.00488865515217185,0.005802410654723644
1200,0.005001291632652283,0.006083508487790823
1300,0.0026344580110162497,0.003728533163666725
1400,0.001836790470406413,0.0027173238340765238
1500,0.0016209325985983014,0.0029023655224591494
1600,0.0035756630823016167,0.004570055287331343
1700,0.003389897057786584,0.003973901271820068
1800,0.002427317900583148,0.0032494207844138145
1900,0.0012644199887290597,0.0022368943318724632
2000,0.0015431286301463842,0.0021995040588080883
2100,0.0026808336842805147,0.003407456912100315
2200,0.0011933138594031334,0.0019267520401626825
2300,0.002406535902991891,0.0032583740539848804
2400,0.0020812242291867733,0.0027194120921194553
2500,0.00313946302048862,0.0039081149734556675
2600,0.002834916580468416,0.003088772762566805
2700,0.002335477154701948,0.0028256617952138186
2800,0.003593730740249157,0.0041541592217981815
2900,0.0024911677464842796,0.0031522740609943867
3000,0.0013385640922933817,0.002347414381802082
3100,0.001806722255423665,0.0025462398771196604
3200,0.0014919207897037268,0.0023523748386651278
3300,0.00158265745267272,0.0023322454653680325
3400,0.0030709458515048027,0.0039291223511099815
3500,0.0011068414896726608,0.0020870291627943516
3600,0.0020151245407760143,0.0024199143517762423
3700,0.0009749735472723842,0.001784715335816145
3800,0.001524195889942348,0.0022198394872248173
3900,0.001353160827420652,0.0019171455642208457
4000,0.0011492030462250113,0.0019513701554387808
4100,0.0011230709496885538,0.0018266582628712058
4200,0.0030059281270951033,0.003690316341817379
4300,0.001464451546780765,0.0022092959843575954
4400,0.0011053266935050488,0.0018636590102687478
4500,0.0016761304577812552,0.0024402597919106483
4600,0.0019281444838270545,0.0026466308627277613
4700,0.0013009074609726667,0.0019257687963545322
4800,0.0034369253553450108,0.004190113861113787
4900,0.0012840963900089264,0.002158539602532983
5000,0.0008444710983894765,0.001726086251437664
5100,0.0008412658935412765,0.0016672771889716387
5200,0.0013677304377779365,0.0021458694245666265
5300,0.0011421842500567436,0.0020782467909157276
5400,0.007591762114316225,0.008111073635518551
5500,0.001769940136000514,0.0027128709480166435
5600,0.001696568913757801,0.002390040084719658
5700,0.001134518883191049,0.0022049094550311565
5800,0.0012441558064892888,0.002171794418245554
5900,0.0012320620007812977,0.0021235619205981493
6000,0.0014869696460664272,0.0023834332823753357
6100,0.0008629533695057034,0.0018652558792382479
6200,0.0014342801878228784,0.0023008331190794706
6300,0.0012421715073287487,0.0022090738639235497
6400,0.0011483811540529132,0.0020278040319681168
6500,0.0008789170533418655,0.0019691193010658026
6600,0.0013157338835299015,0.0021526003256440163
6700,0.0014758231118321419,0.0022737050894647837
6800,0.0032568522728979588,0.003937796223908663
6900,0.00224252394400537,0.0028238664381206036
7000,0.0010659190593287349,0.001726723276078701
7100,0.0011805674294009805,0.0020091477781534195
7200,0.001388674951158464,0.0021389503963291645
7300,0.0014869056176394224,0.002310042502358556
7400,0.0008788069826550782,0.0019056076416745782
7500,0.0020540966652333736,0.002858860185369849
7600,0.0008954311488196254,0.001685800962150097
7700,0.000816543644759804,0.0016016950830817223
7800,0.0017123697325587273,0.0023872836027294397
7900,0.0010128532303497195,0.0017160385614261031
8000,0.001535362796857953,0.0021737462375313044
8100,0.0010467926040291786,0.0018756528152152896
8200,0.0012680810177698731,0.0019352749222889543
8300,0.0010868754470720887,0.0018458387348800898
8400,0.0026529591996222734,0.0033612020779401064
8500,0.0009474596008658409,0.001718316227197647
8600,0.0017760369228199124,0.0026005804538726807
8700,0.0012498850701376796,0.0021425518207252026
8800,0.0009216428152285516,0.001843383302912116
8900,0.001150687225162983,0.0019012046977877617
9000,0.0020007637795060873,0.0027939286082983017
9100,0.0013620051322504878,0.0021552101243287325
9200,0.001678986707702279,0.0021514215040951967
9300,0.003288174280896783,0.004099145997315645
9400,0.0014099001418799162,0.002163058379665017
9500,0.0013056712923571467,0.0020053519401699305
9600,0.001233276561833918,0.0019712052308022976
9700,0.0015569089446216822,0.002384678227826953
9800,0.0022273871582001448,0.0028460233006626368
9900,0.0008133650408126414,0.0016376067651435733
10000,0.0015380801633000374,0.0022583710961043835
