Epoch,train error mean,test error mean
activation,optimization,learning rate,batch size
tanh,Adam,0.001,50
10,0.046058833599090576,0.05447687953710556
20,0.03678913041949272,0.04355539754033089
30,0.022294361144304276,0.02755669690668583
40,0.017499446868896484,0.019846832379698753
50,0.012512719258666039,0.01577860303223133
60,0.015327129513025284,0.018549319356679916
70,0.021411512047052383,0.025154147297143936
80,0.010463844984769821,0.011377527378499508
90,0.00959453172981739,0.009144666604697704
100,0.013101930730044842,0.01392124779522419
110,0.006790305953472853,0.007357089314609766
120,0.010054889135062695,0.012014578096568584
130,0.006797182839363813,0.008539194241166115
140,0.006101859733462334,0.007109996397048235
150,0.007987423799932003,0.008445424027740955
160,0.00538196275010705,0.005815734155476093
170,0.011062134988605976,0.011227728798985481
180,0.005475027486681938,0.00601425115019083
190,0.007361612748354673,0.00804024189710617
200,0.00614434527233243,0.005715548060834408
210,0.011837868019938469,0.01308177039027214
220,0.005794165655970573,0.006444219965487719
230,0.007864808663725853,0.009381258860230446
240,0.011798678897321224,0.01330634206533432
250,0.0150590930134058,0.01682797633111477
260,0.0037028323858976364,0.004096987657248974
270,0.005128973629325628,0.005217103287577629
280,0.011416253633797169,0.011018275283277035
290,0.005093950312584639,0.006059464532881975
300,0.006845945026725531,0.007783947046846151
310,0.0056784870103001595,0.007372645661234856
320,0.005690929479897022,0.007656894624233246
330,0.006252854131162167,0.00735029811039567
340,0.00643299100920558,0.007271394599229097
350,0.00427560368552804,0.004215618129819632
360,0.00406347680836916,0.003806506050750613
370,0.006905223708599806,0.008101308718323708
380,0.01081929448992014,0.012772110290825367
390,0.006628604140132666,0.006971418391913176
400,0.009820450097322464,0.011173602193593979
410,0.006648845039308071,0.006421171594411135
420,0.01271606981754303,0.013483296148478985
430,0.004947218112647533,0.004538252018392086
440,0.004020191729068756,0.004641059320420027
450,0.0068469904363155365,0.006734584923833609
460,0.005269073881208897,0.005205613560974598
470,0.00501819234341383,0.005844597239047289
480,0.006437045522034168,0.006338551640510559
490,0.0037616875488311052,0.003368690609931946
500,0.00479896692559123,0.006082644686102867
510,0.0053495001047849655,0.005516081117093563
520,0.0034524567890912294,0.0032890806905925274
530,0.005408697295933962,0.005155813414603472
540,0.01820218376815319,0.021054653450846672
550,0.009901311248540878,0.01031456794589758
560,0.004193655215203762,0.004408351145684719
570,0.009151921607553959,0.010406244546175003
580,0.008492771536111832,0.010141299106180668
590,0.013041820377111435,0.013583357445895672
600,0.005813754629343748,0.007317034061998129
610,0.004646957851946354,0.004857723135501146
620,0.004818819463253021,0.005069852340966463
630,0.005951731465756893,0.00660803634673357
640,0.005545440129935741,0.0066242278553545475
650,0.005004991311579943,0.004991399124264717
660,0.005337891168892384,0.006139239761978388
670,0.005741901695728302,0.006128057837486267
680,0.007879368029534817,0.007526525761932135
690,0.00485557084903121,0.0063767158426344395
700,0.005042590666562319,0.005719642620533705
710,0.0044077555648982525,0.004960855469107628
720,0.010719100944697857,0.011022749356925488
730,0.003327955724671483,0.0034181459341198206
740,0.008851781487464905,0.00901463720947504
750,0.0029032223392277956,0.0033160566817969084
760,0.006554735824465752,0.007224926725029945
770,0.002993355505168438,0.0031881104223430157
780,0.0032300997991114855,0.0035996895749121904
790,0.004701068624854088,0.00494858855381608
800,0.007233133539557457,0.008317817933857441
810,0.005596032831817865,0.006664558779448271
820,0.004895266145467758,0.004659079946577549
830,0.012222022749483585,0.013216296210885048
840,0.004386520944535732,0.004453210160136223
850,0.002698552096262574,0.0029209358617663383
860,0.004631070885807276,0.004834793508052826
870,0.006413823924958706,0.006165454164147377
880,0.005697769112884998,0.005524153355509043
890,0.0076764109544456005,0.00765363359823823
900,0.005789218004792929,0.005962166003882885
910,0.0035871572326868773,0.004255904350429773
920,0.006233961787074804,0.006389569491147995
930,0.004128307104110718,0.004388772416859865
940,0.0038167713209986687,0.00398592371493578
950,0.003976621199399233,0.004165404476225376
960,0.00487950723618269,0.005273784976452589
970,0.003948460333049297,0.0038112394977360964
980,0.00512713985517621,0.005421530921012163
990,0.005532521288841963,0.006433786824345589
1000,0.002744687022641301,0.002810173202306032
