Epoch,train error mean,test error mean
activation,optimization,learning rate,batch size
relu,SGD,0.01,50
10,0.6350053548812866,0.6639593243598938
20,0.17753876745700836,0.17615115642547607
30,0.15101340413093567,0.1489761620759964
40,0.15006433427333832,0.14673426747322083
50,0.1469702422618866,0.14256717264652252
60,0.14625144004821777,0.14214402437210083
70,0.14645832777023315,0.1426825374364853
80,0.14599551260471344,0.14172257483005524
90,0.1457981914281845,0.14108772575855255
100,0.14733240008354187,0.1421082317829132
110,0.14506717026233673,0.13948357105255127
120,0.14412325620651245,0.14102737605571747
130,0.1422896832227707,0.137345090508461
140,0.14123749732971191,0.13302768766880035
150,0.1405486762523651,0.13202713429927826
160,0.1393406242132187,0.13030710816383362
170,0.137503519654274,0.1282048523426056
180,0.13664351403713226,0.12710441648960114
190,0.13145525753498077,0.12141169607639313
200,0.12581820785999298,0.11636082828044891
210,0.11851732432842255,0.10842329263687134
220,0.10922206938266754,0.09845220297574997
230,0.09761162847280502,0.08667902648448944
240,0.08790206909179688,0.07826389372348785
250,0.08099647611379623,0.07161518186330795
260,0.07550317794084549,0.0663469061255455
270,0.07075410336256027,0.060810625553131104
280,0.06815272569656372,0.05769510194659233
290,0.06551907956600189,0.054823361337184906
300,0.06442045420408249,0.053664468228816986
310,0.06395211070775986,0.05302084609866142
320,0.06162717565894127,0.05073091387748718
330,0.06133677810430527,0.05077890306711197
340,0.05965600535273552,0.049004681408405304
350,0.05897766724228859,0.04824243113398552
360,0.0582115463912487,0.047350529581308365
370,0.05839424580335617,0.047605279833078384
380,0.05803927406668663,0.04709194600582123
390,0.056699324399232864,0.04589495435357094
400,0.05685144662857056,0.0460364855825901
410,0.05620652809739113,0.04583713039755821
420,0.05549273267388344,0.04508627951145172
430,0.05569606274366379,0.0455441027879715
440,0.055681608617305756,0.04549248889088631
450,0.054769519716501236,0.04467858374118805
460,0.05510812625288963,0.04512175917625427
470,0.05448410287499428,0.044413380324840546
480,0.054459914565086365,0.04450380057096481
490,0.0543484203517437,0.04454265907406807
500,0.05412278696894646,0.044254206120967865
510,0.05386269465088844,0.044156599789857864
520,0.05385451018810272,0.04438064992427826
530,0.053442273288965225,0.04383864626288414
540,0.05372828245162964,0.0442865826189518
550,0.05343189835548401,0.044143885374069214
560,0.05465644225478172,0.04560188204050064
570,0.053224749863147736,0.0439751036465168
580,0.05341189727187157,0.04443865641951561
590,0.05332466587424278,0.0444423072040081
600,0.05296917259693146,0.044033605605363846
610,0.0529388003051281,0.04394758492708206
620,0.05283518508076668,0.0439966544508934
630,0.05305008590221405,0.04436971992254257
640,0.05272669345140457,0.04396570846438408
650,0.05270732194185257,0.04407331347465515
660,0.052569806575775146,0.043924879282712936
670,0.05290553718805313,0.044420406222343445
680,0.05272849649190903,0.04418749362230301
690,0.05226951837539673,0.0438421256840229
700,0.052385732531547546,0.04402703419327736
710,0.05213772505521774,0.043717678636312485
720,0.05233462527394295,0.04394111782312393
730,0.051909808069467545,0.04361320286989212
740,0.05172146484255791,0.04336508736014366
750,0.051985036581754684,0.04404831305146217
760,0.051794346421957016,0.04399016126990318
770,0.052603580057621,0.04470086470246315
780,0.05138545110821724,0.04366187006235123
790,0.05114929378032684,0.04347563162446022
800,0.05113339051604271,0.04342257231473923
810,0.05106084421277046,0.04347369447350502
820,0.0514557883143425,0.04389691352844238
830,0.05077894404530525,0.043229442089796066
840,0.05108778551220894,0.04367653280496597
850,0.05088697373867035,0.043259866535663605
860,0.05010237172245979,0.04248173534870148
870,0.05027838051319122,0.042956773191690445
880,0.04998438060283661,0.04238273203372955
890,0.04981854185461998,0.04238485172390938
900,0.05038924142718315,0.04303007572889328
910,0.04987029358744621,0.04247143864631653
920,0.050006475299596786,0.04263939708471298
930,0.04985024780035019,0.042637135833501816
940,0.04983373358845711,0.0426972396671772
950,0.049667589366436005,0.04236026853322983
960,0.0498361811041832,0.042566828429698944
970,0.04976777732372284,0.04258617386221886
980,0.04987386241555214,0.042694542557001114
990,0.04971994459629059,0.042534567415714264
1000,0.04950392618775368,0.04223518446087837
1010,0.049540191888809204,0.042333539575338364
1020,0.04966370016336441,0.04249052330851555
1030,0.04942147433757782,0.04227094724774361
1040,0.049408409744501114,0.042143695056438446
1050,0.04941099137067795,0.04231075569987297
1060,0.04932480677962303,0.04220671206712723
1070,0.049479275941848755,0.042231153696775436
1080,0.04969603940844536,0.042378850281238556
1090,0.049378667026758194,0.042348261922597885
1100,0.04905633255839348,0.04178967699408531
1110,0.04985370486974716,0.04258718341588974
1120,0.04915468022227287,0.04207538440823555
